x1,x2,x3,x4,x5,x6,x7,y,,
0.98,514.50,294.00,110.25,7.00,5,0.25,30.12,,
0.90,563.50,318.50,122.50,7.00,2,0.25,32.12,,
0.90,563.50,318.50,122.50,7.00,3,0.25,37.12,,
0.90,563.50,318.50,122.50,7.00,4,0.25,36.16,,
0.90,563.50,318.50,122.50,7.00,5,0.25,33.16,,
0.86,588.00,294.00,147.00,7.00,2,0.25,29.45,,
0.86,588.00,294.00,147.00,7.00,3,0.25,34.19,,
0.86,588.00,294.00,147.00,7.00,4,0.25,33.93,,
0.86,588.00,294.00,147.00,7.00,5,0.25,28.31,,
0.82,612.50,318.50,147.00,7.00,2,0.25,26.30,,
0.82,612.50,318.50,147.00,7.00,3,0.25,29.43,,
0.82,612.50,318.50,147.00,7.00,4,0.25,28.76,,
0.82,612.50,318.50,147.00,7.00,5,0.25,27.34,,
0.79,637.00,343.00,147.00,7.00,2,0.25,36.26,,
0.79,637.00,343.00,147.00,7.00,3,0.25,45.48,,
0.79,637.00,343.00,147.00,7.00,4,0.25,44.16,,
0.79,637.00,343.00,147.00,7.00,5,0.25,37.26,,
0.76,661.50,416.50,122.50,7.00,2,0.25,37.20,,
0.76,661.50,416.50,122.50,7.00,3,0.25,36.76,,
0.76,661.50,416.50,122.50,7.00,4,0.25,37.05,,
0.76,661.50,416.50,122.50,7.00,5,0.25,37.51,,
0.74,686.00,245.00,220.50,3.50,2,0.25,14.92,,
0.74,686.00,245.00,220.50,3.50,3,0.25,15.24,,
0.74,686.00,245.00,220.50,3.50,4,0.25,15.03,,
0.74,686.00,245.00,220.50,3.50,5,0.25,15.35,,
0.71,710.50,269.50,220.50,3.50,2,0.25,14.67,,
0.71,710.50,269.50,220.50,3.50,3,0.25,15.09,,
0.71,710.50,269.50,220.50,3.50,4,0.25,15.20,,
0.71,710.50,269.50,220.50,3.50,5,0.25,15.64,,
0.69,735.00,294.00,220.50,3.50,2,0.25,15.37,,
0.69,735.00,294.00,220.50,3.50,3,0.25,15.73,,
0.69,735.00,294.00,220.50,3.50,4,0.25,15.83,,
0.69,735.00,294.00,220.50,3.50,5,0.25,16.13,,
0.66,759.50,318.50,220.50,3.50,2,0.25,15.95,,
0.66,759.50,318.50,220.50,3.50,3,0.25,15.59,,
0.66,759.50,318.50,220.50,3.50,4,0.25,16.17,,
0.66,759.50,318.50,220.50,3.50,5,0.25,16.14,,
0.64,784.00,343.00,220.50,3.50,2,0.25,19.65,,
0.64,784.00,343.00,220.50,3.50,3,0.25,19.76,,
0.64,784.00,343.00,220.50,3.50,4,0.25,20.37,,
0.64,784.00,343.00,220.50,3.50,5,0.25,19.90,,
0.62,808.50,367.50,220.50,3.50,2,0.25,15.41,,
0.62,808.50,367.50,220.50,3.50,3,0.25,15.56,,
0.62,808.50,367.50,220.50,3.50,4,0.25,15.07,,
0.62,808.50,367.50,220.50,3.50,5,0.25,15.38,,
0.98,514.50,294.00,110.25,7.00,2,0.25,29.53,,
0.98,514.50,294.00,110.25,7.00,3,0.25,29.77,,
0.98,514.50,294.00,110.25,7.00,4,0.25,30.00,,
0.98,514.50,294.00,110.25,7.00,5,0.25,30.20,,
0.90,563.50,318.50,122.50,7.00,2,0.25,32.25,,
0.90,563.50,318.50,122.50,7.00,3,0.25,32.00,,
0.90,563.50,318.50,122.50,7.00,4,0.25,37.19,,
0.90,563.50,318.50,122.50,7.00,5,0.25,35.62,,
0.86,588.00,294.00,147.00,7.00,2,0.25,28.02,,
0.86,588.00,294.00,147.00,7.00,3,0.25,29.43,,
0.86,588.00,294.00,147.00,7.00,4,0.25,34.15,,
0.86,588.00,294.00,147.00,7.00,5,0.25,33.47,,
0.82,612.50,318.50,147.00,7.00,2,0.25,26.53,,
0.82,612.50,318.50,147.00,7.00,3,0.25,26.08,,
0.82,612.50,318.50,147.00,7.00,4,0.25,29.31,,
0.82,612.50,318.50,147.00,7.00,5,0.25,28.14,,
0.79,637.00,343.00,147.00,7.00,2,0.25,37.54,,
0.79,637.00,343.00,147.00,7.00,3,0.25,36.66,,
0.79,637.00,343.00,147.00,7.00,4,0.25,45.28,,
0.79,637.00,343.00,147.00,7.00,5,0.25,43.73,,
0.76,661.50,416.50,122.50,7.00,2,0.25,36.93,,
0.76,661.50,416.50,122.50,7.00,3,0.25,37.01,,
0.76,661.50,416.50,122.50,7.00,4,0.25,35.73,,
0.76,661.50,416.50,122.50,7.00,5,0.25,36.15,,
0.74,686.00,245.00,220.50,3.50,2,0.25,14.48,,
0.74,686.00,245.00,220.50,3.50,3,0.25,14.58,,
0.74,686.00,245.00,220.50,3.50,4,0.25,14.81,,
0.74,686.00,245.00,220.50,3.50,5,0.25,14.03,,
0.71,710.50,269.50,220.50,3.50,2,0.25,15.27,,
0.71,710.50,269.50,220.50,3.50,3,0.25,14.71,,
0.71,710.50,269.50,220.50,3.50,4,0.25,15.23,,
0.71,710.50,269.50,220.50,3.50,5,0.25,14.97,,
0.69,735.00,294.00,220.50,3.50,2,0.25,15.14,,
0.69,735.00,294.00,220.50,3.50,3,0.25,14.97,,
0.69,735.00,294.00,220.50,3.50,4,0.25,15.22,,
0.69,735.00,294.00,220.50,3.50,5,0.25,14.60,,
0.66,759.50,318.50,220.50,3.50,2,0.25,15.83,,
0.66,759.50,318.50,220.50,3.50,3,0.25,16.03,,
0.66,759.50,318.50,220.50,3.50,4,0.25,15.80,,
0.66,759.50,318.50,220.50,3.50,5,0.25,16.06,,
0.64,784.00,343.00,220.50,3.50,2,0.25,20.13,,
0.64,784.00,343.00,220.50,3.50,3,0.25,20.01,,
0.64,784.00,343.00,220.50,3.50,4,0.25,20.19,,
0.64,784.00,343.00,220.50,3.50,5,0.25,20.29,,
0.62,808.50,367.50,220.50,3.50,2,0.25,15.19,,
0.62,808.50,367.50,220.50,3.50,3,0.25,14.61,,
0.62,808.50,367.50,220.50,3.50,4,0.25,14.61,,
0.62,808.50,367.50,220.50,3.50,5,0.25,14.75,,
0.98,514.50,294.00,110.25,7.00,2,0.40,33.37,,
0.98,514.50,294.00,110.25,7.00,3,0.40,33.34,,
0.98,514.50,294.00,110.25,7.00,4,0.40,32.83,,
0.98,514.50,294.00,110.25,7.00,5,0.40,33.04,,
0.90,563.50,318.50,122.50,7.00,2,0.40,39.28,,
0.90,563.50,318.50,122.50,7.00,3,0.40,36.38,,
0.90,563.50,318.50,122.50,7.00,4,0.40,35.92,,
0.90,563.50,318.50,122.50,7.00,5,0.40,40.99,,
0.86,588.00,294.00,147.00,7.00,2,0.40,35.99,,
0.86,588.00,294.00,147.00,7.00,3,0.40,30.66,,
0.86,588.00,294.00,147.00,7.00,4,0.40,31.70,,
0.86,588.00,294.00,147.00,7.00,5,0.40,36.73,,
0.82,612.50,318.50,147.00,7.00,2,0.40,31.71,,
0.82,612.50,318.50,147.00,7.00,3,0.40,29.13,,
0.82,612.50,318.50,147.00,7.00,4,0.40,28.99,,
0.82,612.50,318.50,147.00,7.00,5,0.40,33.54,,
0.79,637.00,343.00,147.00,7.00,2,0.40,45.29,,
0.79,637.00,343.00,147.00,7.00,3,0.40,39.07,,
0.79,637.00,343.00,147.00,7.00,4,0.40,38.35,,
0.79,637.00,343.00,147.00,7.00,5,0.40,46.94,,
0.76,661.50,416.50,122.50,7.00,2,0.40,39.55,,
0.76,661.50,416.50,122.50,7.00,3,0.40,40.85,,
0.76,661.50,416.50,122.50,7.00,4,0.40,40.63,,
0.76,661.50,416.50,122.50,7.00,5,0.40,39.48,,
0.74,686.00,245.00,220.50,3.50,2,0.40,16.94,,
0.74,686.00,245.00,220.50,3.50,3,0.40,17.25,,
0.74,686.00,245.00,220.50,3.50,4,0.40,17.03,,
0.74,686.00,245.00,220.50,3.50,5,0.40,17.25,,
0.71,710.50,269.50,220.50,3.50,2,0.40,17.10,,
0.71,710.50,269.50,220.50,3.50,3,0.40,17.51,,
0.71,710.50,269.50,220.50,3.50,4,0.40,17.12,,
0.71,710.50,269.50,220.50,3.50,5,0.40,17.47,,
0.69,735.00,294.00,220.50,3.50,2,0.40,16.50,,
0.69,735.00,294.00,220.50,3.50,3,0.40,17.00,,
0.69,735.00,294.00,220.50,3.50,4,0.40,16.87,,
0.69,735.00,294.00,220.50,3.50,5,0.40,17.20,,
0.66,759.50,318.50,220.50,3.50,2,0.40,18.14,,
0.66,759.50,318.50,220.50,3.50,3,0.40,18.03,,
0.66,759.50,318.50,220.50,3.50,4,0.40,18.14,,
0.66,759.50,318.50,220.50,3.50,5,0.40,17.95,,
0.64,784.00,343.00,220.50,3.50,2,0.40,22.72,,
0.64,784.00,343.00,220.50,3.50,3,0.40,22.73,,
0.64,784.00,343.00,220.50,3.50,4,0.40,22.72,,
0.64,784.00,343.00,220.50,3.50,5,0.40,22.53,,
0.62,808.50,367.50,220.50,3.50,2,0.40,17.20,,
0.62,808.50,367.50,220.50,3.50,3,0.40,17.21,,
0.62,808.50,367.50,220.50,3.50,4,0.40,17.15,,
0.62,808.50,367.50,220.50,3.50,5,0.40,17.20,,
0.98,514.50,294.00,110.25,7.00,2,0.40,32.96,,
0.98,514.50,294.00,110.25,7.00,3,0.40,33.13,,
0.98,514.50,294.00,110.25,7.00,4,0.40,33.94,,
0.98,514.50,294.00,110.25,7.00,5,0.40,33.78,,
0.90,563.50,318.50,122.50,7.00,2,0.40,38.35,,
0.90,563.50,318.50,122.50,7.00,3,0.40,35.39,,
0.90,563.50,318.50,122.50,7.00,4,0.40,34.94,,
0.90,563.50,318.50,122.50,7.00,5,0.40,40.66,,
0.86,588.00,294.00,147.00,7.00,2,0.40,35.48,,
0.86,588.00,294.00,147.00,7.00,3,0.40,30.53,,
0.86,588.00,294.00,147.00,7.00,4,0.40,32.28,,
0.86,588.00,294.00,147.00,7.00,5,0.40,36.86,,
0.82,612.50,318.50,147.00,7.00,2,0.40,30.34,,
0.82,612.50,318.50,147.00,7.00,3,0.40,27.93,,
0.82,612.50,318.50,147.00,7.00,4,0.40,28.95,,
0.82,612.50,318.50,147.00,7.00,5,0.40,32.92,,
0.79,637.00,343.00,147.00,7.00,2,0.40,45.59,,
0.79,637.00,343.00,147.00,7.00,3,0.40,39.41,,
0.79,637.00,343.00,147.00,7.00,4,0.40,38.84,,
0.79,637.00,343.00,147.00,7.00,5,0.40,48.03,,
0.76,661.50,416.50,122.50,7.00,2,0.40,39.48,,
0.76,661.50,416.50,122.50,7.00,3,0.40,40.40,,
0.76,661.50,416.50,122.50,7.00,4,0.40,40.47,,
0.76,661.50,416.50,122.50,7.00,5,0.40,39.70,,
0.74,686.00,245.00,220.50,3.50,2,0.40,16.43,,
0.74,686.00,245.00,220.50,3.50,3,0.40,16.93,,
0.74,686.00,245.00,220.50,3.50,4,0.40,16.99,,
0.74,686.00,245.00,220.50,3.50,5,0.40,17.03,,
0.71,710.50,269.50,220.50,3.50,2,0.40,16.77,,
0.71,710.50,269.50,220.50,3.50,3,0.40,17.37,,
0.71,710.50,269.50,220.50,3.50,4,0.40,17.27,,
0.71,710.50,269.50,220.50,3.50,5,0.40,17.51,,
0.69,735.00,294.00,220.50,3.50,2,0.40,16.44,,
0.69,735.00,294.00,220.50,3.50,3,0.40,17.01,,
0.69,735.00,294.00,220.50,3.50,4,0.40,17.23,,
0.69,735.00,294.00,220.50,3.50,5,0.40,17.22,,
0.66,759.50,318.50,220.50,3.50,2,0.40,17.85,,
0.66,759.50,318.50,220.50,3.50,3,0.40,17.89,,
0.66,759.50,318.50,220.50,3.50,4,0.40,18.36,,
0.66,759.50,318.50,220.50,3.50,5,0.40,18.15,,
0.64,784.00,343.00,220.50,3.50,2,0.40,21.72,,
0.64,784.00,343.00,220.50,3.50,3,0.40,22.07,,
0.64,784.00,343.00,220.50,3.50,4,0.40,22.09,,
0.64,784.00,343.00,220.50,3.50,5,0.40,21.93,,
0.62,808.50,367.50,220.50,3.50,2,0.40,17.36,,
0.62,808.50,367.50,220.50,3.50,3,0.40,17.38,,
0.62,808.50,367.50,220.50,3.50,4,0.40,16.86,,
0.62,808.50,367.50,220.50,3.50,5,0.40,16.99,,
0.98,514.50,294.00,110.25,7.00,2,0.40,32.78,,
0.98,514.50,294.00,110.25,7.00,3,0.40,33.24,,
0.98,514.50,294.00,110.25,7.00,4,0.40,33.86,,
0.98,514.50,294.00,110.25,7.00,5,0.40,34.00,,
0.90,563.50,318.50,122.50,7.00,2,0.40,37.26,,
0.90,563.50,318.50,122.50,7.00,3,0.40,35.04,,
0.90,563.50,318.50,122.50,7.00,4,0.40,33.82,,
0.90,563.50,318.50,122.50,7.00,5,0.40,33.31,,
0.86,588.00,294.00,147.00,7.00,2,0.40,35.22,,
0.86,588.00,294.00,147.00,7.00,3,0.40,34.70,,
0.86,588.00,294.00,147.00,7.00,4,0.40,30.11,,
0.86,588.00,294.00,147.00,7.00,5,0.40,31.60,,
0.82,612.50,318.50,147.00,7.00,2,0.40,32.43,,
0.82,612.50,318.50,147.00,7.00,3,0.40,30.65,,
0.82,612.50,318.50,147.00,7.00,4,0.40,29.77,,
0.82,612.50,318.50,147.00,7.00,5,0.40,29.64,,
0.79,637.00,343.00,147.00,7.00,2,0.40,46.44,,
0.79,637.00,343.00,147.00,7.00,3,0.40,44.18,,
0.79,637.00,343.00,147.00,7.00,4,0.40,38.81,,
0.79,637.00,343.00,147.00,7.00,5,0.40,38.23,,
0.76,661.50,416.50,122.50,7.00,2,0.40,38.17,,
0.76,661.50,416.50,122.50,7.00,3,0.40,38.48,,
0.76,661.50,416.50,122.50,7.00,4,0.40,39.66,,
0.76,661.50,416.50,122.50,7.00,5,0.40,40.10,,
0.74,686.00,245.00,220.50,3.50,2,0.40,16.08,,
0.74,686.00,245.00,220.50,3.50,3,0.40,15.39,,
0.74,686.00,245.00,220.50,3.50,4,0.40,16.57,,
0.74,686.00,245.00,220.50,3.50,5,0.40,16.60,,
0.71,710.50,269.50,220.50,3.50,2,0.40,16.11,,
0.71,710.50,269.50,220.50,3.50,3,0.40,15.47,,
0.71,710.50,269.50,220.50,3.50,4,0.40,16.70,,
0.71,710.50,269.50,220.50,3.50,5,0.40,16.10,,
0.69,735.00,294.00,220.50,3.50,2,0.40,16.35,,
0.69,735.00,294.00,220.50,3.50,3,0.40,15.84,,
0.69,735.00,294.00,220.50,3.50,4,0.40,16.99,,
0.69,735.00,294.00,220.50,3.50,5,0.40,17.02,,
0.66,759.50,318.50,220.50,3.50,2,0.40,17.04,,
0.66,759.50,318.50,220.50,3.50,3,0.40,17.63,,
0.66,759.50,318.50,220.50,3.50,4,0.40,18.10,,
0.66,759.50,318.50,220.50,3.50,5,0.40,18.22,,
0.64,784.00,343.00,220.50,3.50,2,0.40,20.78,,
0.64,784.00,343.00,220.50,3.50,3,0.40,20.72,,
0.64,784.00,343.00,220.50,3.50,4,0.40,21.54,,
0.64,784.00,343.00,220.50,3.50,5,0.40,21.53,,
0.62,808.50,367.50,220.50,3.50,2,0.40,16.90,,
0.62,808.50,367.50,220.50,3.50,3,0.40,17.14,,
0.62,808.50,367.50,220.50,3.50,4,0.40,16.56,,
0.62,808.50,367.50,220.50,3.50,5,0.40,16.00,,
0.98,514.50,294.00,110.25,7.00,2,0.40,32.95,,
0.98,514.50,294.00,110.25,7.00,3,0.40,33.06,,
0.98,514.50,294.00,110.25,7.00,4,0.40,33.95,,
0.98,514.50,294.00,110.25,7.00,5,0.40,33.88,,
0.90,563.50,318.50,122.50,7.00,2,0.40,33.98,,
0.90,563.50,318.50,122.50,7.00,3,0.40,39.92,,
0.90,563.50,318.50,122.50,7.00,4,0.40,39.22,,
0.90,563.50,318.50,122.50,7.00,5,0.40,36.10,,
0.86,588.00,294.00,147.00,7.00,2,0.40,31.53,,
0.86,588.00,294.00,147.00,7.00,3,0.40,36.20,,
0.86,588.00,294.00,147.00,7.00,4,0.40,36.21,,
0.86,588.00,294.00,147.00,7.00,5,0.40,31.00,,
0.82,612.50,318.50,147.00,7.00,2,0.40,28.20,,
0.82,612.50,318.50,147.00,7.00,3,0.40,32.35,,
0.82,612.50,318.50,147.00,7.00,4,0.40,31.14,,
0.82,612.50,318.50,147.00,7.00,5,0.40,28.43,,
0.79,637.00,343.00,147.00,7.00,2,0.40,38.33,,
0.79,637.00,343.00,147.00,7.00,3,0.40,47.59,,
0.79,637.00,343.00,147.00,7.00,4,0.40,46.23,,
0.79,637.00,343.00,147.00,7.00,5,0.40,39.56,,
0.76,661.50,416.50,122.50,7.00,2,0.40,40.36,,
0.76,661.50,416.50,122.50,7.00,3,0.40,39.67,,
0.76,661.50,416.50,122.50,7.00,4,0.40,39.85,,
0.76,661.50,416.50,122.50,7.00,5,0.40,40.77,,
0.74,686.00,245.00,220.50,3.50,2,0.40,16.61,,
0.74,686.00,245.00,220.50,3.50,3,0.40,16.74,,
0.74,686.00,245.00,220.50,3.50,4,0.40,16.90,,
0.74,686.00,245.00,220.50,3.50,5,0.40,17.32,,
0.71,710.50,269.50,220.50,3.50,2,0.40,16.85,,
0.71,710.50,269.50,220.50,3.50,3,0.40,17.20,,
0.71,710.50,269.50,220.50,3.50,4,0.40,17.23,,
0.71,710.50,269.50,220.50,3.50,5,0.40,17.74,,
0.69,735.00,294.00,220.50,3.50,2,0.40,16.81,,
0.69,735.00,294.00,220.50,3.50,3,0.40,16.88,,
0.69,735.00,294.00,220.50,3.50,4,0.40,16.90,,
0.69,735.00,294.00,220.50,3.50,5,0.40,17.39,,
0.66,759.50,318.50,220.50,3.50,2,0.40,17.86,,
0.66,759.50,318.50,220.50,3.50,3,0.40,17.82,,
0.66,759.50,318.50,220.50,3.50,4,0.40,18.36,,
0.66,759.50,318.50,220.50,3.50,5,0.40,18.24,,
0.64,784.00,343.00,220.50,3.50,2,0.40,21.68,,
0.64,784.00,343.00,220.50,3.50,3,0.40,21.54,,
0.64,784.00,343.00,220.50,3.50,4,0.40,22.25,,
0.64,784.00,343.00,220.50,3.50,5,0.40,22.49,,
0.62,808.50,367.50,220.50,3.50,2,0.40,17.10,,
0.62,808.50,367.50,220.50,3.50,3,0.40,16.79,,
0.62,808.50,367.50,220.50,3.50,4,0.40,16.58,,
0.62,808.50,367.50,220.50,3.50,5,0.40,16.79,,
0.98,514.50,294.00,110.25,7.00,2,0.40,32.88,,
0.98,514.50,294.00,110.25,7.00,3,0.40,33.23,,
0.98,514.50,294.00,110.25,7.00,4,0.40,33.76,,
0.98,514.50,294.00,110.25,7.00,5,0.40,34.01,,
0.90,563.50,318.50,122.50,7.00,2,0.40,33.94,,
0.90,563.50,318.50,122.50,7.00,3,0.40,33.14,,
0.90,563.50,318.50,122.50,7.00,4,0.40,38.79,,
0.90,563.50,318.50,122.50,7.00,5,0.40,37.27,,
0.86,588.00,294.00,147.00,7.00,2,0.40,29.69,,
0.86,588.00,294.00,147.00,7.00,3,0.40,31.20,,
0.86,588.00,294.00,147.00,7.00,4,0.40,36.26,,
0.86,588.00,294.00,147.00,7.00,5,0.40,35.71,,
0.82,612.50,318.50,147.00,7.00,2,0.40,29.93,,
0.82,612.50,318.50,147.00,7.00,3,0.40,29.56,,
0.82,612.50,318.50,147.00,7.00,4,0.40,33.84,,
0.82,612.50,318.50,147.00,7.00,5,0.40,32.54,,
0.79,637.00,343.00,147.00,7.00,2,0.40,38.56,,
0.79,637.00,343.00,147.00,7.00,3,0.40,37.70,,
0.79,637.00,343.00,147.00,7.00,4,0.40,47.01,,
0.79,637.00,343.00,147.00,7.00,5,0.40,44.87,,
0.76,661.50,416.50,122.50,7.00,2,0.40,39.37,,
0.76,661.50,416.50,122.50,7.00,3,0.40,39.80,,
0.76,661.50,416.50,122.50,7.00,4,0.40,37.79,,
0.76,661.50,416.50,122.50,7.00,5,0.40,38.18,,
0.74,686.00,245.00,220.50,3.50,2,0.40,16.69,,
0.74,686.00,245.00,220.50,3.50,3,0.40,16.62,,
0.74,686.00,245.00,220.50,3.50,4,0.40,16.94,,
0.74,686.00,245.00,220.50,3.50,5,0.40,16.70,,
0.71,710.50,269.50,220.50,3.50,2,0.40,15.59,,
0.71,710.50,269.50,220.50,3.50,3,0.40,14.58,,
0.71,710.50,269.50,220.50,3.50,4,0.40,15.33,,
0.71,710.50,269.50,220.50,3.50,5,0.40,15.31,,
0.69,735.00,294.00,220.50,3.50,2,0.40,16.63,,
0.69,735.00,294.00,220.50,3.50,3,0.40,15.87,,
0.69,735.00,294.00,220.50,3.50,4,0.40,16.54,,
0.69,735.00,294.00,220.50,3.50,5,0.40,16.74,,
0.66,759.50,318.50,220.50,3.50,2,0.40,17.64,,
0.66,759.50,318.50,220.50,3.50,3,0.40,17.79,,
0.66,759.50,318.50,220.50,3.50,4,0.40,17.55,,
0.66,759.50,318.50,220.50,3.50,5,0.40,18.06,,
0.64,784.00,343.00,220.50,3.50,2,0.40,20.82,,
0.64,784.00,343.00,220.50,3.50,3,0.40,20.21,,
0.64,784.00,343.00,220.50,3.50,4,0.40,20.71,,
0.64,784.00,343.00,220.50,3.50,5,0.40,21.40,,
0.62,808.50,367.50,220.50,3.50,2,0.40,16.88,,
0.62,808.50,367.50,220.50,3.50,3,0.40,17.11,,
0.62,808.50,367.50,220.50,3.50,4,0.40,16.61,,
0.62,808.50,367.50,220.50,3.50,5,0.40,16.03,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
